ID,ReportID,ReportOwnerID,TransactionDate,TransactionAmount,TransactionCurrencyCode,ExchangeRate,PostedAmount,ExpenseTypeCode,ExpenseTypeName,VendorDescription,Description,HasImage,HasItemizations,HasAttendees,IsPersonal,IsBillable,LocationCountry,LocationName,PaymentTypeID,LastModified,URI,TaxReceiptType,SpendCategoryCode,Custom1,Custom2,OrgUnit1,CompanyCode,PostingDate,Currency,ItemNumber,CostCenter,GLAccount,JournalName,DocumentType,PostingKey,ProfitCenter,Amount,JournalLineDescription,DebitAmount,CreditAmount,FiscalYear,PostedDate,ExchangeRateType,ExchangeRateDate,JournalSource,JournalCategory,PrimaryLedger
5cf0dae2-7d2f-4094-925a-6b6296446875,4c8db4d7-e523-4867-be59-91afc405d5cc,gomezanita@example.com,12/13/2024,1059.97,AUD,1.4435,540.27,ET09,Phone,"Brady, Frost and Young",Wish specific thing agent.,True,True,True,True,False,AU,Kimberlychester,CorporateCard,2025-04-02T21:45:52Z,/expense/entries/5cf0dae2-7d2f-4094-925a-6b6296446875,T,SC003,,,,C001,2024-11-01,GBP,ITEM-21,CC100,400000,JNL-DISCOVER,DR,40,PC02,3003.82,Best most government.,3003.82,0.0,2025,2025-05-23,M,2025-09-03,CONCUR,TRAVEL,APAC_LEDGER
ab47d3c1-47bf-4c19-bc8b-3f2d3016b32c,606211f3-23c4-4e0e-ac08-c2d4460efec9,josephcobb@example.org,10/28/2023,319.06,EUR,1.448,372.31,ET06,Supplies,Brennan-Garrison,Current truth glass star the.,False,True,False,True,False,GB,North Donna,CorporateCard,2023-12-08T21:45:52Z,/expense/entries/ab47d3c1-47bf-4c19-bc8b-3f2d3016b32c,T,SC027,inside,,,C003,2025-05-04,INR,ITEM-22,CC300,400000,JNL-EARLY,DR,40,PC01,3793.77,Particular present evening establish sort effort.,0.0,3793.77,2025,2024-09-22,B,2025-08-16,SAP,EXPENSE,APAC_LEDGER
0dd657d0-854f-4c58-8b1c-955d90fdb838,956535c1-927b-45e6-be66-a249df83b4b9,joshua14@example.com,11/12/2024,403.87,SGD,1.4999,485.17,ET04,Taxi,"Hicks, Frazier and Anthony",Voice boy wife condition while enter.,False,False,False,False,False,CA,New Ryanmouth,PersonalCard,2025-01-29T21:45:52Z,/expense/entries/0dd657d0-854f-4c58-8b1c-955d90fdb838,T,SC015,least,police,,C003,2024-11-18,INR,ITEM-23,CC100,400000,JNL-MOUTH,DR,40,PC03,2297.7,Hospital significant see same open crime front real.,2297.7,0.0,2025,2024-10-22,M,2024-12-23,WORKDAY,TRAVEL,CORP_LEDGER
37feaa8c-b6af-4091-a1e5-83ea629df7f4,9d37b140-760d-46b3-91b7-19d111cf51e1,cruzbarbara@example.com,11/28/2023,529.96,AUD,1.3446,476.81,ET05,Mileage,Fletcher Inc,Understand Mrs rest score provide hair attorney.,False,False,False,False,True,GB,Cindyville,PersonalCard,2023-12-07T21:45:52Z,/expense/entries/37feaa8c-b6af-4091-a1e5-83ea629df7f4,T,SC039,,,,C001,2024-10-17,EUR,ITEM-24,CC200,500000,JNL-PLAY,SA,50,PC03,3445.36,Finish action across attack.,0.0,3445.36,2025,2025-04-26,M,2024-11-16,CONCUR,PURCHASE,APAC_LEDGER
29747a19-dbf5-4c0f-8345-4c2b782f652d,7d07d4f0-f992-46a7-a1a2-09323763a202,william65@example.com,5/30/2025,177.89,AUD,0.8332,122.76,ET09,Phone,"Phillips, Martinez and Fisher",Quality total past feeling nature a.,True,True,False,False,False,DE,Jasonshire,PersonalCard,2025-09-17T21:45:52Z,/expense/entries/29747a19-dbf5-4c0f-8345-4c2b782f652d,T,SC043,,,,C003,2025-09-16,INR,ITEM-25,CC100,600000,JNL-AGREEMENT,DR,40,PC02,1698.25,Best billion land detail exist cover.,1698.25,0.0,2025,2024-12-31,C,2025-08-15,CONCUR,EXPENSE,APAC_LEDGER
0a41ccf8-570c-4968-b567-c1bbc24f984b,bb0dca34-495f-4fe7-ac10-9785704eee57,steven73@example.net,1/23/2024,763.15,CAD,0.7283,693.25,ET05,Mileage,Leon-Moyer,Probably exist professional people.,False,True,False,True,False,DE,Port Stephaniebury,CompanyCard,2024-07-11T21:45:52Z,/expense/entries/0a41ccf8-570c-4968-b567-c1bbc24f984b,R,SC044,,remember,,C001,2025-04-03,INR,ITEM-26,CC300,500000,JNL-OPTION,KR,50,PC03,1413.58,People arm order.,0.0,1413.58,2025,2025-03-03,C,2025-03-18,WORKDAY,EXPENSE,CORP_LEDGER
04f0a910-36d6-4d6f-ada7-a4bec3601064,ab52ecd2-ca42-4ed0-9f2e-d41258f0f122,jeffrey32@example.org,11/6/2024,1251.42,INR,1.084,984.74,ET09,Phone,Sanchez Group,Sure authority increase picture create recent manager during.,False,True,False,False,True,CA,Port Michelleville,CorporateCard,2025-03-16T21:45:52Z,/expense/entries/04f0a910-36d6-4d6f-ada7-a4bec3601064,R,SC048,start,large,,C003,2025-08-27,INR,ITEM-27,CC300,400000,JNL-DECIDE,SA,40,PC01,4318.59,Wear point remain build task.,4318.59,0.0,2025,2025-01-13,B,2024-11-03,CONCUR,TRAVEL,CORP_LEDGER
e7bdb50d-b7e2-455f-b0cd-c4aacb44b72c,fcc53f60-bc63-40a1-a27f-ef768fc5862c,gregoryrubio@example.net,6/27/2025,506.11,SGD,1.3131,734.87,ET10,Other,Williams-Wright,Lead soon property write.,True,True,False,False,False,GB,Stephaniemouth,Cash,2025-07-08T21:45:52Z,/expense/entries/e7bdb50d-b7e2-455f-b0cd-c4aacb44b72c,T,SC031,,,,C003,2024-10-18,GBP,ITEM-28,CC100,600000,JNL-SENSE,DR,40,PC01,1323.07,Heavy shake possible sort.,0.0,1323.07,2025,2025-06-02,C,2024-09-20,SAP,EXPENSE,CORP_LEDGER
8698dc64-a4a8-45f7-b9b8-d81eaf46df02,6de9db52-3b46-4c6c-9c71-32308ec0cc06,jrivas@example.com,6/23/2025,295.68,CAD,1.2381,261.38,ET10,Other,Manning Group,Else easy point she miss phone ever.,False,False,True,True,False,US,Lake Justinview,Cash,2025-10-09T21:45:52Z,/expense/entries/8698dc64-a4a8-45f7-b9b8-d81eaf46df02,T,SC012,,,,C003,2024-11-04,EUR,ITEM-29,CC200,500000,JNL-RATE,SA,50,PC03,1351.0,To receive education level.,1351.0,0.0,2025,2025-01-28,M,2024-11-06,WORKDAY,PURCHASE,APAC_LEDGER
8b49bc1b-f011-47de-9bac-d5034d3bde05,14a9a096-f254-4774-b734-27113a039fc0,luis81@example.org,4/10/2025,1376.62,USD,1.1684,1376.62,ET04,Taxi,Hall Ltd,Relationship ask imagine my.,False,False,False,True,False,AU,Brownchester,CompanyCard,2025-09-13T21:45:52Z,/expense/entries/8b49bc1b-f011-47de-9bac-d5034d3bde05,N,SC033,,,,C003,2025-01-30,EUR,ITEM-30,CC100,600000,JNL-SCIENCE,DR,50,PC03,3939.33,Police two everybody interview.,0.0,3939.33,2025,2025-09-10,M,2025-07-30,SAP,EXPENSE,CORP_LEDGER
f2d35a26-2087-4426-b1d8-351b06552272,9e4d53e6-ff0e-4f7e-9da2-5aabe67ffd5f,lstein@example.net,2/27/2024,677.85,SGD,0.8226,506.49,ET08,Parking,Gates PLC,Local wall fear hope through structure.,False,False,False,True,False,FR,South Jeffrey,CompanyCard,2024-03-17T21:45:52Z,/expense/entries/f2d35a26-2087-4426-b1d8-351b06552272,N,SC019,least,,,C002,2025-04-05,EUR,ITEM-31,CC200,500000,JNL-OFFER,DR,50,PC02,2711.69,Either sit everyone artist home you.,2711.69,0.0,2025,2024-10-06,B,2025-09-14,CONCUR,EXPENSE,CORP_LEDGER
0fd58395-6cbb-449a-940b-23fa88a84f1e,406d77a3-3714-473f-aa12-4407df7c41c1,vjohnson@example.net,12/9/2023,230.49,GBP,1.0085,275.18,ET03,Meals,"Yates, Ramsey and Pittman",Wonder move trade option.,False,False,False,False,True,AU,North Dawnberg,CompanyCard,2024-03-24T21:45:52Z,/expense/entries/0fd58395-6cbb-449a-940b-23fa88a84f1e,T,SC014,,,,C001,2024-12-01,EUR,ITEM-32,CC300,400000,JNL-KIND,SA,50,PC02,3745.28,Western enough key man up.,0.0,3745.28,2025,2025-06-16,C,2024-12-07,CONCUR,PURCHASE,CORP_LEDGER
4abe792a-427e-4c2e-bdda-050b88d47a55,eaac89c6-b44f-470d-8995-6ad489e0f947,qwhite@example.com,8/30/2025,1285.81,SGD,0.8116,1383.15,ET01,Airfare,Lewis-Murphy,Everything week instead strong like see.,False,False,False,False,True,SG,West Jeffreyland,CorporateCard,2026-01-01T21:45:52Z,/expense/entries/4abe792a-427e-4c2e-bdda-050b88d47a55,T,SC018,,statement,,C002,2025-07-14,USD,ITEM-33,CC200,400000,JNL-DISCUSSION,DR,50,PC03,3893.6,Hotel population board music issue pass blood kid.,3893.6,0.0,2025,2025-07-25,C,2024-10-02,SAP,EXPENSE,CORP_LEDGER
2a8a7766-474b-4892-a0a3-9aa23f37ee5e,1d4ea501-f3ce-4cd6-93a7-e6445e7a0f81,websterstefanie@example.org,8/13/2025,1087.65,SGD,1.4313,1052.19,ET07,Entertainment,Howell and Sons,List boy way let.,True,True,False,False,False,US,Katieburgh,Cash,2026-01-24T21:45:52Z,/expense/entries/2a8a7766-474b-4892-a0a3-9aa23f37ee5e,R,SC009,,police,,C003,2025-06-02,GBP,ITEM-34,CC200,400000,JNL-LIST,KR,40,PC02,126.14,Billion authority number economy knowledge.,0.0,126.14,2025,2024-09-22,B,2025-03-30,CONCUR,PURCHASE,APAC_LEDGER
988c2654-2041-4945-b4f6-8924b385cdc0,360a84f0-f51c-40d3-ab77-26379fda7a10,stricklandfrank@example.com,8/18/2024,684.78,INR,1.2355,863.64,ET04,Taxi,Lane LLC,Quality when however resource away real physical.,False,False,False,False,False,CA,Lake Kendraville,Cash,2025-01-03T21:45:52Z,/expense/entries/988c2654-2041-4945-b4f6-8924b385cdc0,T,SC023,style,others,,C002,2025-08-25,INR,ITEM-35,CC300,400000,JNL-PERFORM,SA,50,PC03,4299.13,Chance policy usually professor entire record toward.,4299.13,0.0,2025,2024-11-17,B,2025-02-18,SAP,TRAVEL,CORP_LEDGER
bfe5a38d-b20e-4151-8fb3-0e171cab4af8,f5cde228-8fca-4202-82d8-c226805462ee,reedross@example.com,10/29/2023,1424.67,EUR,1.2703,1907.92,ET01,Airfare,Hunter LLC,Support state black.,False,False,True,False,True,IN,Cynthiamouth,CorporateCard,2024-02-25T21:45:52Z,/expense/entries/bfe5a38d-b20e-4151-8fb3-0e171cab4af8,N,SC017,,second,,C001,2024-10-24,USD,ITEM-36,CC100,600000,JNL-FALL,DR,40,PC03,2193.89,About remain side long identify road speech.,0.0,2193.89,2025,2025-01-17,C,2024-10-28,CONCUR,PURCHASE,APAC_LEDGER
5716be6b-4689-4abd-8246-e9e6b6fcbc36,e1f91a6e-ee6f-4613-a74c-39da392f8095,ryangross@example.net,1/13/2024,1447.26,USD,1.107,1447.26,ET03,Meals,Gilbert-Gillespie,Let stay or focus early various everything.,False,False,False,True,False,SG,Sanchezmouth,CompanyCard,2024-03-03T21:45:52Z,/expense/entries/5716be6b-4689-4abd-8246-e9e6b6fcbc36,T,SC038,,,OU5,C001,2025-04-27,EUR,ITEM-37,CC200,400000,JNL-TABLE,KR,40,PC02,4063.7,Music about west stand.,4063.7,0.0,2025,2025-03-02,C,2024-12-19,WORKDAY,PURCHASE,APAC_LEDGER
8c1bab7e-7025-427e-89ba-7eada2192445,f978e54c-d316-451a-ae37-39b449326bec,frogers@example.com,8/18/2025,1209.26,SGD,1.0779,1794.3,ET10,Other,Freeman LLC,Future they red everybody act.,True,False,False,True,True,IN,North John,PersonalCard,2025-08-21T21:45:52Z,/expense/entries/8c1bab7e-7025-427e-89ba-7eada2192445,R,SC032,investment,,,C003,2025-04-06,USD,ITEM-38,CC100,600000,JNL-TRUE,DR,50,PC02,3263.5,Building movement yard four field area young.,0.0,3263.5,2025,2025-07-19,B,2024-12-28,WORKDAY,PURCHASE,CORP_LEDGER
7eb20341-3d0e-4656-8f6b-518fa08f363c,9a080933-c194-43c3-a28c-7bb9ce2bda34,ppeters@example.net,12/31/2024,656.05,CAD,0.9673,670.29,ET03,Meals,Brewer-Henry,Behavior develop reality.,False,False,False,False,True,FR,Elizabethstad,PersonalCard,2025-03-03T21:45:52Z,/expense/entries/7eb20341-3d0e-4656-8f6b-518fa08f363c,T,SC018,,,,C002,2025-08-21,EUR,ITEM-39,CC100,500000,JNL-ACCORDING,KR,40,PC02,4808.05,Half table future subject.,4808.05,0.0,2025,2025-01-17,M,2025-03-07,WORKDAY,EXPENSE,APAC_LEDGER
51ba010b-9785-4f96-abf7-99f972d961bc,1a0936b0-eb9f-411a-9a1a-917a25a5b12a,wtran@example.com,6/3/2025,507.91,GBP,1.0182,686.19,ET07,Entertainment,"Pierce, Bell and Chavez",Edge building court build movie.,True,False,True,False,True,AU,East Javier,PersonalCard,2025-11-02T21:45:52Z,/expense/entries/51ba010b-9785-4f96-abf7-99f972d961bc,N,SC018,,,OU4,C002,2025-08-13,USD,ITEM-40,CC200,400000,JNL-SONG,DR,50,PC03,2961.33,Possible computer always his course.,0.0,2961.33,2025,2025-05-09,B,2025-07-23,SAP,EXPENSE,APAC_LEDGER
1fa3dc47-d6aa-422b-80e4-c659f76dfd51,18dc2e4b-58d7-480a-a199-7166255a373c,lhill@example.net,11/7/2024,834.99,EUR,1.0156,994.14,ET08,Parking,"Campbell, Garcia and Lee",Guess few remain call animal.,False,True,False,False,False,IN,New Kellyberg,PersonalCard,2025-01-02T21:45:52Z,/expense/entries/1fa3dc47-d6aa-422b-80e4-c659f76dfd51,R,SC045,pull,,,C002,2024-12-12,USD,ITEM-41,CC200,500000,JNL-SURE,KR,40,PC03,3006.23,To piece grow be plan same.,3006.23,0.0,2025,2025-06-08,M,2025-04-03,CONCUR,EXPENSE,APAC_LEDGER
de020da6-d3c6-4595-8737-c62056835121,585bdd40-329b-4ee2-819a-ed244603f422,agarcia@example.net,4/6/2025,518.92,CAD,0.7526,545.07,ET09,Phone,Harrison-Alexander,Whole education technology box.,False,True,False,False,True,FR,South Travisshire,CorporateCard,2025-05-06T21:45:52Z,/expense/entries/de020da6-d3c6-4595-8737-c62056835121,N,SC013,,,,C001,2024-11-14,INR,ITEM-42,CC300,500000,JNL-COLLECTION,DR,50,PC02,669.82,Along agent you draw.,0.0,669.82,2025,2025-07-10,C,2025-03-13,CONCUR,EXPENSE,APAC_LEDGER
