ID,URI,Name,OwnerLoginID,OwnerName,CreateDate,SubmitDate,LastModifiedDate,CurrencyCode,TotalTransactionAmount,TotalPostedAmount,TotalApprovedAmount,AmountDueEmployee,ApprovalStatus,ApprovalDate,PaymentStatus,PaidDate,ReceiptsReceived,HasImage,HasAttendees,HasBillableExpenses,NumberOfEntries,Purpose,WorkflowActionUrl,CompanyCode,PostingDate,Currency,ItemNumber,CostCenter,GLAccount,JournalName,DocumentType,PostingKey,ProfitCenter,Amount,JournalLineDescription,DebitAmount,CreditAmount,FiscalYear,PostedDate,ExchangeRate,ExchangeRateType,ExchangeRateDate,JournalSource,JournalCategory,PrimaryLedger
004bf5a0-c4d8-463e-85e9-038cd72ef5de,/expense/reports/004bf5a0-c4d8-463e-85e9-038cd72ef5de,Leverage Back-End Deliverables - Brandtside,efuller@example.com,Matthew Arroyo,2024-07-28T00:00:00,2024-07-31T00:00:00,2024-08-05T00:00:00,SGD,821.94,799.5,796.02,138.55,APPROVED,2024-08-03T00:00:00,NOT_PAID,,False,False,False,False,1,Require human public health tonight.,https://workflow.example.com/reports/004bf5a0-c4d8-463e-85e9-038cd72ef5de,C003,2024-09-30,EUR,ITEM-11,CC200,600000,JNL-SEAT,KR,40,PC01,650.2,No sometimes prevent face fear that.,650.2,0.0,2025,2025-06-23,0.8482,B,2024-10-16,SAP,PURCHASE,APAC_LEDGER
00590874-132b-4976-9892-3b46a3f38573,/expense/reports/00590874-132b-4976-9892-3b46a3f38573,Utilize Bleeding-Edge Applications - North Chad,ryates@example.net,David Brown,2025-08-13T00:00:00,2025-08-25T00:00:00,2025-08-26T00:00:00,EUR,99.02,92.33,93.09,1.31,APPROVED,2025-08-30T00:00:00,NOT_PAID,,True,True,False,True,1,Arrive attack all form method everything magazine much.,https://workflow.example.com/reports/00590874-132b-4976-9892-3b46a3f38573,C002,2024-10-02,EUR,ITEM-12,CC300,600000,JNL-PIECE,DR,50,PC01,374.15,Modern station tax meeting.,0.0,374.15,2025,2024-11-26,0.8001,B,2025-02-09,WORKDAY,EXPENSE,CORP_LEDGER
005ba28d-f5a5-4e7d-af60-cd63d388e73e,/expense/reports/005ba28d-f5a5-4e7d-af60-cd63d388e73e,Incentivize Collaborative E-Markets - North Collin,zayala@example.org,Sonya Johnston,2025-08-04T00:00:00,2025-08-18T00:00:00,2025-09-17T00:00:00,SGD,199.88,293.54,189.87,35.37,APPROVED,2025-08-21T00:00:00,PAID,2025-09-08T00:00:00,False,False,False,True,1,Great in tell approach president position.,https://workflow.example.com/reports/005ba28d-f5a5-4e7d-af60-cd63d388e73e,C003,2025-03-18,EUR,ITEM-13,CC200,400000,JNL-NORTH,KR,40,PC02,1259.18,Herself view product deep color office improve.,1259.18,0.0,2025,2025-06-11,1.3041,C,2025-04-24,CONCUR,TRAVEL,CORP_LEDGER
005e377f-5cd5-49f5-ad0f-c5132d106a78,/expense/reports/005e377f-5cd5-49f5-ad0f-c5132d106a78,Transform Interactive Solutions - New Shane,sarahbraun@example.org,Nicholas Mcbride,2023-12-22T00:00:00,2024-01-01T00:00:00,2024-01-15T00:00:00,INR,1317.83,1235.2,589.06,142.06,SUBMITTED,,NOT_PAID,,False,False,False,True,1,Contain leg themselves away space task.,https://workflow.example.com/reports/005e377f-5cd5-49f5-ad0f-c5132d106a78,C003,2025-08-31,EUR,ITEM-14,CC200,600000,JNL-LIST,KR,40,PC02,4937.88,Site yourself fund ability.,0.0,4937.88,2025,2024-10-31,1.1717,B,2024-11-17,SAP,TRAVEL,APAC_LEDGER
00649060-db22-4827-8cf8-c11b02eb476b,/expense/reports/00649060-db22-4827-8cf8-c11b02eb476b,Implement E-Business Action-Items - South Todd,moniquegarza@example.org,Matthew Fernandez,2025-06-20T00:00:00,2025-07-01T00:00:00,2025-07-19T00:00:00,GBP,86.87,88.02,80.09,17.33,APPROVED,2025-07-06T00:00:00,IN_PROCESS,,True,True,False,False,1,Ten total clearly able hospital.,https://workflow.example.com/reports/00649060-db22-4827-8cf8-c11b02eb476b,C001,2024-12-31,EUR,ITEM-15,CC200,400000,JNL-STREET,SA,50,PC01,3783.24,Mouth production want special wall.,3783.24,0.0,2025,2025-06-18,0.9154,B,2024-11-04,SAP,PURCHASE,APAC_LEDGER
006bf563-aa07-4727-9a48-2cafc07bb6c3,/expense/reports/006bf563-aa07-4727-9a48-2cafc07bb6c3,Scale Holistic Eyeballs - West Jeff,cmartinez@example.net,Rachel Mitchell,2024-12-29T00:00:00,2025-01-06T00:00:00,2025-01-21T00:00:00,INR,719.14,919.49,47.31,90.24,SUBMITTED,,NOT_PAID,,False,False,False,False,1,Often my security arm.,https://workflow.example.com/reports/006bf563-aa07-4727-9a48-2cafc07bb6c3,C002,2025-08-17,EUR,ITEM-16,CC200,400000,JNL-ACROSS,KR,40,PC01,3588.77,Site computer would method land reality.,0.0,3588.77,2025,2025-02-25,0.7017,B,2025-07-31,WORKDAY,EXPENSE,CORP_LEDGER
00777b46-8878-4d4d-b86c-24dbdb0b8d71,/expense/reports/00777b46-8878-4d4d-b86c-24dbdb0b8d71,Leverage Leading-Edge Mindshare - Port Jacobland,greenashley@example.com,Kathryn Farrell,2025-05-19T00:00:00,2025-05-31T00:00:00,2025-06-21T00:00:00,INR,1194.2,1369.03,1145.94,111.79,APPROVED,2025-06-06T00:00:00,NOT_PAID,,True,True,False,False,1,Identify walk now often always.,https://workflow.example.com/reports/00777b46-8878-4d4d-b86c-24dbdb0b8d71,C002,2025-07-23,USD,ITEM-17,CC300,600000,JNL-BREAK,DR,50,PC03,2259.14,Appear movie hot stock glass stuff look central.,2259.14,0.0,2025,2025-02-02,1.462,C,2025-05-07,SAP,EXPENSE,APAC_LEDGER
007ff11d-3be2-4ddc-8780-d952cfe6b953,/expense/reports/007ff11d-3be2-4ddc-8780-d952cfe6b953,Harness Back-End E-Tailers - Johnfurt,thompsonrichard@example.com,Matthew Cunningham,2024-02-16T00:00:00,2024-02-20T00:00:00,2024-03-08T00:00:00,AUD,146.16,217.16,63.2,19.93,RESUBMITTED,,NOT_PAID,,False,False,False,False,1,Public feel first sell.,https://workflow.example.com/reports/007ff11d-3be2-4ddc-8780-d952cfe6b953,C002,2025-02-16,GBP,ITEM-18,CC100,500000,JNL-LAY,SA,40,PC01,4787.0,Me physical near analysis generation behavior life teacher.,0.0,4787.0,2025,2024-11-27,1.0951,M,2025-05-07,SAP,PURCHASE,APAC_LEDGER
0081de6a-c87f-40c2-935c-d98921a92166,/expense/reports/0081de6a-c87f-40c2-935c-d98921a92166,Transform Intuitive Users - New Joseph,zramirez@example.net,Jimmy Murillo,2023-12-23T00:00:00,2023-12-31T00:00:00,2024-01-24T00:00:00,GBP,1314.35,711.06,1221.49,41.57,APPROVED,2024-01-01T00:00:00,IN_PROCESS,,True,True,False,True,1,Thing these hard citizen street region.,https://workflow.example.com/reports/0081de6a-c87f-40c2-935c-d98921a92166,C001,2025-06-29,INR,ITEM-19,CC100,600000,JNL-CLEARLY,DR,40,PC03,1565.94,Year concern benefit just.,1565.94,0.0,2025,2025-06-19,1.1188,M,2025-06-12,CONCUR,PURCHASE,APAC_LEDGER
00826cac-fad4-4002-8f54-ca275b152e39,/expense/reports/00826cac-fad4-4002-8f54-ca275b152e39,Implement Seamless Web Services - East Josephville,kendrahall@example.org,Victoria Valdez,2023-10-16T00:00:00,2023-10-16T00:00:00,2023-11-15T00:00:00,AUD,1096.63,1068.89,501.35,111.35,PENDING,,ON_HOLD,,False,False,False,True,1,Choice example decision garden reach table measure.,https://workflow.example.com/reports/00826cac-fad4-4002-8f54-ca275b152e39,C001,2025-01-29,USD,ITEM-20,CC200,400000,JNL-RESULT,SA,50,PC03,4211.28,Until discussion physical per understand poor.,0.0,4211.28,2025,2025-06-15,1.3187,C,2025-09-04,SAP,PURCHASE,APAC_LEDGER
00869cf4-9e72-4f07-9cd4-c65f3ee47d75,/expense/reports/00869cf4-9e72-4f07-9cd4-c65f3ee47d75,Whiteboard Cutting-Edge Niches - North Matthewberg,mcmahonchristine@example.com,Terry Williams,2024-02-23T00:00:00,2024-02-24T00:00:00,2024-03-22T00:00:00,SGD,11.25,11.26,1.34,0.84,PENDING,,NOT_PAID,,False,False,False,True,1,Claim kind relationship night born.,https://workflow.example.com/reports/00869cf4-9e72-4f07-9cd4-c65f3ee47d75,C003,2025-03-20,EUR,ITEM-21,CC300,500000,JNL-FILM,KR,50,PC01,4592.37,Art improve enter set.,4592.37,0.0,2025,2025-02-28,1.034,M,2025-02-06,WORKDAY,PURCHASE,CORP_LEDGER
00972501-ccfb-4ee4-961c-609725baef69,/expense/reports/00972501-ccfb-4ee4-961c-609725baef69,Integrate Out-Of-The-Box Applications - South David,ijohnson@example.com,Melissa Hernandez,2025-09-06T00:00:00,2025-09-08T00:00:00,2025-09-25T00:00:00,CAD,1013.24,1124.49,558.39,121.37,REJECTED,,ON_HOLD,,True,True,True,False,1,Half value win always group.,https://workflow.example.com/reports/00972501-ccfb-4ee4-961c-609725baef69,C003,2024-11-29,USD,ITEM-22,CC300,500000,JNL-RETURN,DR,40,PC01,95.1,Source interview their pick.,0.0,95.1,2025,2024-12-24,1.1925,M,2025-06-14,SAP,PURCHASE,APAC_LEDGER
00a1fc81-3eef-44da-a261-b7a327834c06,/expense/reports/00a1fc81-3eef-44da-a261-b7a327834c06,Engage Transparent E-Business - East Michelle,josepheaton@example.net,Mary Gomez,2025-08-20T00:00:00,2025-08-27T00:00:00,2025-08-27T00:00:00,AUD,522.71,667.55,309.02,84.34,SUBMITTED,,NOT_PAID,,False,False,False,False,1,Thing agent say forward.,https://workflow.example.com/reports/00a1fc81-3eef-44da-a261-b7a327834c06,C001,2025-01-21,GBP,ITEM-23,CC300,400000,JNL-ENVIRONMENTAL,KR,50,PC01,3164.75,Collection than series great.,3164.75,0.0,2025,2024-12-24,1.132,B,2025-04-23,SAP,PURCHASE,CORP_LEDGER
00a93cd2-14b7-4859-8ef1-3446e5b8244d,/expense/reports/00a93cd2-14b7-4859-8ef1-3446e5b8244d,Exploit Interactive Niches - Port Jacqueline,floreseileen@example.net,Rebekah Shields,2024-07-19T00:00:00,2024-07-22T00:00:00,2024-07-23T00:00:00,INR,392.77,352.12,356.86,38.18,APPROVED,2024-07-23T00:00:00,IN_PROCESS,,True,True,False,False,1,The teach develop staff least figure.,https://workflow.example.com/reports/00a93cd2-14b7-4859-8ef1-3446e5b8244d,C003,2025-07-15,GBP,ITEM-24,CC300,600000,JNL-EXIST,SA,40,PC01,2370.04,Skill make check model speech.,0.0,2370.04,2025,2025-06-19,0.818,C,2025-03-26,WORKDAY,TRAVEL,CORP_LEDGER
00a94503-7be4-4cff-b0af-0d9a3570c7da,/expense/reports/00a94503-7be4-4cff-b0af-0d9a3570c7da,Aggregate Wireless Supply-Chains - Michelleview,katherinedaniels@example.org,Crystal Johnson,2024-09-04T00:00:00,2024-09-05T00:00:00,2024-09-29T00:00:00,EUR,1376.44,815.82,1369.12,45.46,APPROVED,2024-09-12T00:00:00,NOT_PAID,,False,False,True,False,1,Political hundred wonder movie voice boy.,https://workflow.example.com/reports/00a94503-7be4-4cff-b0af-0d9a3570c7da,C002,2024-12-28,USD,ITEM-25,CC100,500000,JNL-GUY,DR,40,PC03,4962.63,Tell expect number reason dinner position now.,4962.63,0.0,2025,2024-12-29,1.2396,B,2025-03-29,SAP,TRAVEL,APAC_LEDGER
00a97283-8eb4-4650-bc2e-9e06f5c12e10,/expense/reports/00a97283-8eb4-4650-bc2e-9e06f5c12e10,Morph Robust Platforms - Reedmouth,zhopkins@example.org,Cassandra Estes,2025-01-19T00:00:00,2025-01-27T00:00:00,2025-02-23T00:00:00,GBP,63.14,70.43,35.19,9.54,PENDING,,ON_HOLD,,False,False,True,False,1,Paper memory history office effort remember.,https://workflow.example.com/reports/00a97283-8eb4-4650-bc2e-9e06f5c12e10,C001,2025-09-16,USD,ITEM-26,CC200,400000,JNL-AVOID,KR,50,PC03,1726.68,Administration campaign from animal black health turn.,0.0,1726.68,2025,2025-04-28,1.0347,C,2025-03-20,WORKDAY,TRAVEL,APAC_LEDGER
00c0fc9e-b9e8-4a54-8e9d-d38ef35d839c,/expense/reports/00c0fc9e-b9e8-4a54-8e9d-d38ef35d839c,Drive 24/365 Relationships - Jonesmouth,hernandezmatthew@example.org,Timothy Ryan,2025-07-07T00:00:00,2025-07-18T00:00:00,2025-07-24T00:00:00,GBP,9.25,8.05,3.73,0.69,PENDING,,NOT_PAID,,False,False,False,False,1,Finish summer rest feel finally impact I fast.,https://workflow.example.com/reports/00c0fc9e-b9e8-4a54-8e9d-d38ef35d839c,C001,2024-12-22,EUR,ITEM-27,CC200,400000,JNL-INDIVIDUAL,SA,40,PC03,3031.54,Relationship no before like environment southern black.,3031.54,0.0,2025,2025-06-13,1.0383,B,2024-10-20,WORKDAY,EXPENSE,APAC_LEDGER
00cf9c8c-9f01-483a-ad87-71a4cf5ba691,/expense/reports/00cf9c8c-9f01-483a-ad87-71a4cf5ba691,Innovate Virtual E-Business - Richardtown,kimberlysmith@example.org,Jason Bentley,2024-12-30T00:00:00,2025-01-13T00:00:00,2025-01-29T00:00:00,AUD,787.87,718.77,735.72,92.7,APPROVED,2025-01-14T00:00:00,NOT_PAID,,False,False,False,True,1,Expert involve oil pressure let.,https://workflow.example.com/reports/00cf9c8c-9f01-483a-ad87-71a4cf5ba691,C001,2025-08-09,EUR,ITEM-28,CC300,500000,JNL-POLITICAL,DR,40,PC03,2421.57,First like nothing hear.,0.0,2421.57,2025,2025-07-08,0.8865,M,2024-10-16,SAP,TRAVEL,CORP_LEDGER
00d9f62d-9c1c-4a94-b8c0-1154086323eb,/expense/reports/00d9f62d-9c1c-4a94-b8c0-1154086323eb,Productize Frictionless Web Services - West Zacharymouth,christopheralvarado@example.com,Daniel Kennedy,2024-07-21T00:00:00,2024-07-24T00:00:00,2024-08-11T00:00:00,CAD,562.64,397.62,519.26,101.89,APPROVED,2024-07-24T00:00:00,NOT_PAID,,False,False,True,False,1,Stand seem pull different.,https://workflow.example.com/reports/00d9f62d-9c1c-4a94-b8c0-1154086323eb,C001,2024-10-14,USD,ITEM-29,CC300,400000,JNL-YES,DR,40,PC03,863.28,Article entire sometimes gas.,863.28,0.0,2025,2024-11-26,1.4251,C,2025-01-21,CONCUR,EXPENSE,CORP_LEDGER
00e286d9-bba9-4787-88de-55f378221099,/expense/reports/00e286d9-bba9-4787-88de-55f378221099,Syndicate Intuitive Bandwidth - Mercadoshire,jeffreypatel@example.net,Alexander Sanchez,2024-01-19T00:00:00,2024-02-01T00:00:00,2024-02-11T00:00:00,SGD,1061.75,1257.75,426.17,45.49,SUBMITTED,,NOT_PAID,,True,True,True,False,1,Responsibility himself hundred challenge reach.,https://workflow.example.com/reports/00e286d9-bba9-4787-88de-55f378221099,C001,2025-04-26,INR,ITEM-30,CC300,400000,JNL-ITS,SA,40,PC03,1515.44,Order clearly budget agency fear fact turn.,0.0,1515.44,2025,2025-05-28,1.4459,C,2025-01-30,SAP,EXPENSE,CORP_LEDGER
00e716a7-2229-47f9-a46b-9c66f413217f,/expense/reports/00e716a7-2229-47f9-a46b-9c66f413217f,Revolutionize Cutting-Edge E-Services - Port Susan,stevenjordan@example.org,Shannon Mcclure,2024-07-07T00:00:00,2024-07-09T00:00:00,2024-08-01T00:00:00,CAD,1305.52,929.92,370.25,204.87,REJECTED,,IN_PROCESS,,False,False,False,False,1,Let newspaper true building card let most.,https://workflow.example.com/reports/00e716a7-2229-47f9-a46b-9c66f413217f,C003,2025-09-06,USD,ITEM-31,CC100,600000,JNL-BEAUTIFUL,SA,40,PC02,15.66,Protect specific board spend occur enter.,15.66,0.0,2025,2025-05-09,1.4559,M,2024-12-13,CONCUR,PURCHASE,CORP_LEDGER
00e8f3c1-9171-45bc-a7f7-8a8ce95155db,/expense/reports/00e8f3c1-9171-45bc-a7f7-8a8ce95155db,Grow Cutting-Edge Schemas - Merrittfort,maria66@example.com,Emily Fischer,2024-12-27T00:00:00,2025-01-08T00:00:00,2025-01-21T00:00:00,INR,606.84,622.01,156.95,51.41,SUBMITTED,,NOT_PAID,,False,False,False,False,1,Else easy point she miss phone ever.,https://workflow.example.com/reports/00e8f3c1-9171-45bc-a7f7-8a8ce95155db,C001,2025-06-05,INR,ITEM-32,CC100,500000,JNL-DINNER,DR,40,PC01,2666.15,Actually artist discuss sign trial.,0.0,2666.15,2025,2024-10-12,1.0711,M,2024-10-20,WORKDAY,TRAVEL,APAC_LEDGER
00ee70c7-155f-40e3-8bae-4cb2c25a8ce1,/expense/reports/00ee70c7-155f-40e3-8bae-4cb2c25a8ce1,Harness Strategic Channels - East Patrick,madisonwilliams@example.org,Dustin Nelson,2025-07-14T00:00:00,2025-07-21T00:00:00,2025-08-17T00:00:00,SGD,295.85,400.43,17.47,23.82,PENDING,,ON_HOLD,,True,True,False,True,1,Relationship ask imagine my.,https://workflow.example.com/reports/00ee70c7-155f-40e3-8bae-4cb2c25a8ce1,C002,2025-05-27,GBP,ITEM-33,CC100,500000,JNL-MIDDLE,SA,50,PC02,4354.89,Big owner task should product lawyer fire.,4354.89,0.0,2025,2025-05-10,0.8366,C,2024-10-08,CONCUR,EXPENSE,CORP_LEDGER
00ee9b45-6883-407c-9ac1-657b73108d17,/expense/reports/00ee9b45-6883-407c-9ac1-657b73108d17,Productize Vertical Networks - Woodsstad,daniel72@example.com,Daniel Fisher,2025-04-11T00:00:00,2025-04-16T00:00:00,2025-05-11T00:00:00,GBP,728.26,931.23,83.11,65.34,RESUBMITTED,,NOT_PAID,,True,True,True,False,1,Send table well industry section.,https://workflow.example.com/reports/00ee9b45-6883-407c-9ac1-657b73108d17,C003,2025-04-22,EUR,ITEM-34,CC200,400000,JNL-ADDRESS,DR,40,PC02,2685.34,Reflect gun detail have mention.,0.0,2685.34,2025,2025-05-29,0.9193,B,2025-03-19,CONCUR,PURCHASE,APAC_LEDGER
00efff68-0aec-484f-ae15-82c349771014,/expense/reports/00efff68-0aec-484f-ae15-82c349771014,Enhance Real-Time E-Commerce - Johnsonmouth,ssmith@example.org,Lindsey Walker,2024-03-19T00:00:00,2024-03-25T00:00:00,2024-03-30T00:00:00,EUR,804.74,472.78,759.93,138.63,APPROVED,2024-03-26T00:00:00,NOT_PAID,,False,False,False,False,1,Right subject try wonder move trade.,https://workflow.example.com/reports/00efff68-0aec-484f-ae15-82c349771014,C003,2025-05-11,INR,ITEM-35,CC100,500000,JNL-EITHER,KR,50,PC01,4692.21,By space half go half chair attention.,4692.21,0.0,2025,2025-02-17,0.9943,M,2025-02-25,WORKDAY,EXPENSE,CORP_LEDGER
00fa8dd6-f063-461e-a44e-9332b562a910,/expense/reports/00fa8dd6-f063-461e-a44e-9332b562a910,Brand Global Bandwidth - North Jorge,michaeledwards@example.net,Mary Miller,2023-11-28T00:00:00,2023-12-06T00:00:00,2023-12-09T00:00:00,USD,693.54,693.54,347.89,134.41,SUBMITTED,,ON_HOLD,,False,False,False,False,1,Deep force seven here sell story.,https://workflow.example.com/reports/00fa8dd6-f063-461e-a44e-9332b562a910,C003,2025-08-08,GBP,ITEM-36,CC300,400000,JNL-EVERY,DR,50,PC03,4846.46,Mind poor beautiful.,0.0,4846.46,2025,2025-05-30,1.0069,B,2024-12-10,SAP,EXPENSE,CORP_LEDGER
